Title,Author,ASIN,Publisher,Publication date,Language,File size,Text-to-Speech,Enhanced typesetting,X-Ray,Word Wise,Print length,Lending,Best Sellers Rank,Customer Reviews
Rogues and Heroes of Newport's Gilded Age,,B00XQZBPT6,"The History Press; Illustrated edition (September 4, 2012)","September 4, 2012",English,16856 KB,Enabled,Enabled,Not Enabled,Enabled,131 pages,Not Enabled,"#3 in Newport Rhode Island Travel Books(https://www.amazon.com/gp/bestsellers/books/67531/ref=pd_zg_hrsr_books), #5 in History of New England U.S.(https://www.amazon.com/gp/bestsellers/digital-text/156616011/ref=pd_zg_hrsr_digital-text), #7 in New England U.S. Regional Travel(https://www.amazon.com/gp/bestsellers/digital-text/159990011/ref=pd_zg_hrsr_digital-text)","4.1 out of 5 stars, 26 ratings"
Emily Dickinson's Gardening Life: The Plants and Places That Inspired the Iconic Poet,Marta McDowell,B07NMCRKLX,"Timber Press; Second Edition, Revised (October 1, 2019)","October 1, 2019",English,31134 KB,Enabled,Not Enabled,Not Enabled,Enabled,268 pages,Enabled,"#2 in Japanese Poetry & Haiku(https://www.amazon.com/gp/bestsellers/digital-text/7588868011/ref=pd_zg_hrsr_digital-text), #6 in Gardening & Horticulture Essays (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156835011/ref=pd_zg_hrsr_digital-text), #6 in Poetry Literary Criticism (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/17739683011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 184 ratings"
The Barefoot Sisters Southbound (Adventures on the Appalachian Trail),Lucy Letcher,B00318D0VY,"Stackpole Books; First Edition (December 17, 2008)","December 17, 2008",English,4358 KB,Enabled,Enabled,Not Enabled,Enabled,484 pages,Not Enabled,"#21 in Northeast US Travel Guides (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/159987011/ref=pd_zg_hrsr_digital-text), #26 in Hiking & Camping Excursion Guides (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/157574011/ref=pd_zg_hrsr_digital-text), #45 in General Northeast US Travel Guides(https://www.amazon.com/gp/bestsellers/books/17238/ref=pd_zg_hrsr_books)","4.5 out of 5 stars, 286 ratings"
Chesapeake Requiem: A Year with the Watermen of Vanishing Tangier Island,Earl Swift,B072FTKGD3,"Dey Street Books (August 7, 2018)","August 7, 2018",English,33456 KB,Enabled,Enabled,Not Enabled,Enabled,446 pages,Not Enabled,"#1 in Virginia Travel Guides (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/160057011/ref=pd_zg_hrsr_digital-text), #6 in South Atlantic U.S. Regional Travel(https://www.amazon.com/gp/bestsellers/digital-text/159994011/ref=pd_zg_hrsr_digital-text), #18 in Coastal Ecosystems(https://www.amazon.com/gp/bestsellers/books/16310571/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 359 ratings"
"Forty Years a Fur Trader On the Upper Missouri: The Personal Narrative of Charles Larpenteur, 1833-1872",Charles Larpenteur,B071G3MZ6B,"Kanati Publishing (June 5, 2017)","June 5, 2017",English,2273 KB,Enabled,Enabled,Not Enabled,Enabled,169 pages,Not Enabled,"#6 in Midwest US Travel Guides (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/159986011/ref=pd_zg_hrsr_digital-text), #18 in Sports Hunting(https://www.amazon.com/gp/bestsellers/digital-text/157580011/ref=pd_zg_hrsr_digital-text), #32 in History of Midwestern U.S.(https://www.amazon.com/gp/bestsellers/digital-text/10704215011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 147 ratings"
Lonely Planet Mexico (Travel Guide),"Kate Armstrong, Celeste Brash, Stuart Butler, Steve Fallon, John Hecht, Anna Kaminski, Tom Masters, &, more",B07F9KG822,"Lonely Planet; 16th edition (September 1, 2018)","September 1, 2018",English,175470 KB,Enabled,Enabled,Not Enabled,Not Enabled,2180 pages,Not Enabled,"#5 in Budget Travel(https://www.amazon.com/gp/bestsellers/digital-text/14046375011/ref=pd_zg_hrsr_digital-text), #5 in Singapore Travel(https://www.amazon.com/gp/bestsellers/digital-text/14046407011/ref=pd_zg_hrsr_digital-text), #5 in Mexican Travel(https://www.amazon.com/gp/bestsellers/digital-text/159974011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 240 ratings"
"50 States, 5,000 Ideas: Where to Go, When to Go, What to See, What to Do",Joe Yogerst,B07SMY3FC3,"National Geographic; Illustrated edition (September 4, 2019)","September 4, 2019",English,355715 KB,Enabled,Enabled,Enabled,Enabled,287 pages,Enabled,"#3 in Canadian Travel(https://www.amazon.com/gp/bestsellers/digital-text/159944011/ref=pd_zg_hrsr_digital-text), #16 in General Canada Travel Books(https://www.amazon.com/gp/bestsellers/books/67579/ref=pd_zg_hrsr_books), #18 in Travel Reference(https://www.amazon.com/gp/bestsellers/digital-text/159968011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 9,412 ratings"
"Moon Anchorage, Denali & the Kenai Peninsula (Travel Guide)",Don Pitcher,B07H29VZVB,"Moon Travel; 3rd edition (June 4, 2019)","June 4, 2019",English,41140 KB,Enabled,Enabled,Not Enabled,Enabled,669 pages,Not Enabled,"#3 in Maps (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/158132011/ref=pd_zg_hrsr_digital-text), #3 in Alaska Travel Guides (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/160002011/ref=pd_zg_hrsr_digital-text), #3 in Travel Atlases & Maps (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/14046371011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 111 ratings"
"Defeating the Python Spirit: Discover the Symptoms of this Spirits and How it Operates, Contains Dangerous Prayers and Decrees to Break Free From its Squeezing Stronghold!",Prayer M. Madueke,B08VCBT11M,"Prayer Publications (January 27, 2021)","January 27, 2021",English,2169 KB,Enabled,Enabled,Not Enabled,Enabled,151 pages,Enabled,"#1 in Vermont Travel Guides (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/160056011/ref=pd_zg_hrsr_digital-text), #2 in Christian Bible Atlases (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/8917407011/ref=pd_zg_hrsr_digital-text), #9 in Prayerbooks (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/158563011/ref=pd_zg_hrsr_digital-text)","5.0 out of 5 stars, 4 ratings"
Blue Highways: A Journey into America,William Least Heat-Moon,B006BAW16O,"Little, Brown and Company (April 3, 2012)","April 3, 2012",English,4439 KB,Enabled,Enabled,Enabled,Enabled,452 pages,Not Enabled,"#11 in Auto & RV Travel(https://www.amazon.com/gp/bestsellers/digital-text/11650907011/ref=pd_zg_hrsr_digital-text), #47 in U.S. Regional Travel(https://www.amazon.com/gp/bestsellers/digital-text/159983011/ref=pd_zg_hrsr_digital-text), #65 in Adventurer & Explorer Biographies(https://www.amazon.com/gp/bestsellers/digital-text/154815011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 938 ratings"
"Blind Man Walking: The American Landscape, Up Close and Personal on the Appalachian Trail",Brian Thompson,B08V3YX6BC,,"January 26, 2021",English,6067 KB,Enabled,Enabled,Not Enabled,Enabled,278 pages,Enabled,"#2 in Travel & Disability (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/14046383011/ref=pd_zg_hrsr_digital-text), #5 in South Atlantic U.S. Regional Travel(https://www.amazon.com/gp/bestsellers/digital-text/159994011/ref=pd_zg_hrsr_digital-text), #6 in Mid Atlantic U.S. Regional Travel(https://www.amazon.com/gp/bestsellers/digital-text/159989011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 30 ratings"
Discerning and Defeating the Ahab & Jezebel Spirit: The Spiritual Warrior's Guide to Overcome this Spirit of Control and Walk in Total Freedom!,Prayer M. Madueke,B08VCBLBZ8,"Prayer Publications (January 27, 2021)","January 27, 2021",English,3723 KB,Enabled,Enabled,Not Enabled,Enabled,107 pages,Enabled,"#2 in Vermont Travel Guides (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/160056011/ref=pd_zg_hrsr_digital-text), #5 in Christian Bible Atlases (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/8917407011/ref=pd_zg_hrsr_digital-text), #19 in Prayerbooks (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/158563011/ref=pd_zg_hrsr_digital-text)","5.0 out of 5 stars, 9 ratings"
Lonely Planet Pocket Charleston & Savannah (Travel Guide),"Ashley Harrell, MaSovaida Morgan, &, more",B07GZF1VRN,"Lonely Planet; 1st edition (December 1, 2018)","December 1, 2018",English,65277 KB,Enabled,Enabled,Not Enabled,Not Enabled,253 pages,Not Enabled,"#8 in South Atlantic U.S. Regional Travel(https://www.amazon.com/gp/bestsellers/digital-text/159994011/ref=pd_zg_hrsr_digital-text), #8 in Savannah Georgia Travel Books(https://www.amazon.com/gp/bestsellers/books/67482/ref=pd_zg_hrsr_books), #9 in Charleston South Carolina Travel Books(https://www.amazon.com/gp/bestsellers/books/67533/ref=pd_zg_hrsr_books)","4.5 out of 5 stars, 83 ratings"
Hawaii The Big Island Revealed: The Ultimate Guidebook,,B07NLJ1Q3F,"Wizard Publications, Inc.; All new 9th edition. (May 13, 2019)","May 13, 2019",English,136416 KB,Enabled,Enabled,Enabled,Enabled,499 pages,Not Enabled,"#6 in Hawaii Travel Guides (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/160014011/ref=pd_zg_hrsr_digital-text), #6 in Big Island Hawaii Travel Books(https://www.amazon.com/gp/bestsellers/books/67484/ref=pd_zg_hrsr_books), #12 in Pacific U.S. Regional Travel(https://www.amazon.com/gp/bestsellers/digital-text/159999011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 1,393 ratings"
RV Camping in Corps of Engineers Parks: Guide to 644 Campgrounds at 210 Lakes in 34 States,,B07M6LLQH2,"Roundabout Publications; 2nd edition (January 1, 2019)","January 1, 2019",English,12151 KB,Not enabled,Not Enabled,Not Enabled,Not Enabled,198 pages,Enabled,"#41 in U.S. Regional Travel(https://www.amazon.com/gp/bestsellers/digital-text/159983011/ref=pd_zg_hrsr_digital-text), #783 in US Travel Guides(https://www.amazon.com/gp/bestsellers/books/17227/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 782 ratings"
Lonely Planet Hawaii the Big Island (Travel Guide),"Luci Yamamoto, &, more",B0719SLLG6,"Lonely Planet; 4th edition (September 1, 2017)","September 1, 2017",English,95637 KB,Enabled,Enabled,Not Enabled,Not Enabled,746 pages,Not Enabled,"#7 in Hawaii Travel Guides (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/160014011/ref=pd_zg_hrsr_digital-text), #7 in Big Island Hawaii Travel Books(https://www.amazon.com/gp/bestsellers/books/67484/ref=pd_zg_hrsr_books), #9 in Honolulu Hawaii Travel Books(https://www.amazon.com/gp/bestsellers/books/67485/ref=pd_zg_hrsr_books)","4.6 out of 5 stars, 93 ratings"
Kit Carson's Autobiography,,B07MZBZD52,"Tempe Books (January 20, 2019)","January 20, 2019",English,1000 KB,Enabled,Enabled,Not Enabled,Enabled,106 pages,Not Enabled,"#5 in Mountain U.S. Regional Travel(https://www.amazon.com/gp/bestsellers/digital-text/159998011/ref=pd_zg_hrsr_digital-text), #7 in History of Pacific Northwest U.S.(https://www.amazon.com/gp/bestsellers/digital-text/156617011/ref=pd_zg_hrsr_digital-text), #7 in Sports Hunting(https://www.amazon.com/gp/bestsellers/digital-text/157580011/ref=pd_zg_hrsr_digital-text)","4.0 out of 5 stars, 177 ratings"
Land of Lincoln: Adventures in Abe's America,Andrew Ferguson,B008V43L12,"Grove Press (April 15, 2008)","April 15, 2008",English,733 KB,Enabled,Enabled,Not Enabled,Enabled,310 pages,Enabled,"#5 in Tourist Destinations & Museums(https://www.amazon.com/gp/bestsellers/digital-text/159971011/ref=pd_zg_hrsr_digital-text), #42 in Civil War History of the U.S.(https://www.amazon.com/gp/bestsellers/digital-text/156609011/ref=pd_zg_hrsr_digital-text), #46 in U.S. Regional Travel(https://www.amazon.com/gp/bestsellers/digital-text/159983011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 51 ratings"
ARIZONA BUCKET LIST: ADVENTURE GUIDE,Paul Fiarkoski,B081BCN9KG,"PDF Enterprises (November 10, 2019)","November 10, 2019",English,6794 KB,Enabled,Enabled,Not Enabled,Enabled,110 pages,Enabled,"#1 in Arizona Travel Guides (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/160003011/ref=pd_zg_hrsr_digital-text), #4 in Mountain U.S. Regional Travel(https://www.amazon.com/gp/bestsellers/digital-text/159998011/ref=pd_zg_hrsr_digital-text), #8 in Auto & RV Travel(https://www.amazon.com/gp/bestsellers/digital-text/11650907011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 65 ratings"
"One Man's Wilderness, 50th Anniversary Edition: An Alaskan Odyssey","Richard Louis Proenneke, Nick Offerman, &, more",B07G2F6GW1,"Alaska Northwest Books; Anniversary edition (September 11, 2018)","September 11, 2018",English,56470 KB,Enabled,Enabled,Enabled,Enabled,271 pages,Not Enabled,"#4 in Alaska Travel Guides (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/160002011/ref=pd_zg_hrsr_digital-text), #5 in Woodworking Projects (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156825011/ref=pd_zg_hrsr_digital-text), #10 in Pacific U.S. Regional Travel(https://www.amazon.com/gp/bestsellers/digital-text/159999011/ref=pd_zg_hrsr_digital-text)","4.9 out of 5 stars, 662 ratings"
A Taste of Coral Gables: Cookbook and Culinary Tour of the City Beautiful,,B079FW4BZX,"Mango Media (August 15, 2019)","August 15, 2019",English,59650 KB,Enabled,Enabled,Not Enabled,Enabled,291 pages,Enabled,"#2 in Dining Travel Reference(https://www.amazon.com/gp/bestsellers/digital-text/159963011/ref=pd_zg_hrsr_digital-text), #3 in Culinary Travel(https://www.amazon.com/gp/bestsellers/digital-text/17744554011/ref=pd_zg_hrsr_digital-text), #4 in South Atlantic U.S. Regional Travel(https://www.amazon.com/gp/bestsellers/digital-text/159994011/ref=pd_zg_hrsr_digital-text)","5.0 out of 5 stars, 5 ratings"
The Lost Continent: Travels in Small Town America,Bill Bryson,B00W370KBW,"William Morrow Paperbacks (June 2, 2015)","June 2, 2015",English,981 KB,Enabled,Enabled,Not Enabled,Enabled,354 pages,Not Enabled,"#60 in U.S. Regional Travel(https://www.amazon.com/gp/bestsellers/digital-text/159983011/ref=pd_zg_hrsr_digital-text), #80 in Travel Writing(https://www.amazon.com/gp/bestsellers/digital-text/159960011/ref=pd_zg_hrsr_digital-text), #82 in Humor Essays (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156281011/ref=pd_zg_hrsr_digital-text)","4.0 out of 5 stars, 1,280 ratings"
Wisconsin’s Best Wildflower Hikes,Rob Bignell,B08Y77R5NK,"Atiswinic Press (April 1, 2021)","April 1, 2021",English,21039 KB,Enabled,Enabled,Not Enabled,Enabled,168 pages,Enabled,"#1 in Wisconsin Travel Guides (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/160060011/ref=pd_zg_hrsr_digital-text), #3 in Midwest US Travel Guides (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/159986011/ref=pd_zg_hrsr_digital-text), #6 in Hiking & Walking Travel(https://www.amazon.com/gp/bestsellers/digital-text/11650911011/ref=pd_zg_hrsr_digital-text)","None, None"
The 99% Invisible City: A Field Guide to the Hidden World of Everyday Design,Roman Mars,B086YHKSJX,"Houghton Mifflin Harcourt; Illustrated edition (October 6, 2020)","October 6, 2020",English,63156 KB,Enabled,Enabled,Enabled,Enabled,403 pages,Not Enabled,"#11 in Boston Massachusetts Travel Books(https://www.amazon.com/gp/bestsellers/books/67499/ref=pd_zg_hrsr_books), #13 in Art History Criticism(https://www.amazon.com/gp/bestsellers/digital-text/154610011/ref=pd_zg_hrsr_digital-text), #19 in Landmarks & Monuments(https://www.amazon.com/gp/bestsellers/books/3564986011/ref=pd_zg_hrsr_books)","4.8 out of 5 stars, 2,169 ratings"
Pine Cone Motel (Search the North Country Book 3),Sherri Gallagher,B07TBS1467,,"June 21, 2019",English,1862 KB,Enabled,Enabled,Not Enabled,Enabled,359 pages,Enabled,"#7 in Mid Atlantic U.S. Regional Travel(https://www.amazon.com/gp/bestsellers/digital-text/159989011/ref=pd_zg_hrsr_digital-text), #41 in Social Classes & Economic Disparity(https://www.amazon.com/gp/bestsellers/digital-text/16232542011/ref=pd_zg_hrsr_digital-text), #54 in Mid Atlantic US Travel Books(https://www.amazon.com/gp/bestsellers/books/17240/ref=pd_zg_hrsr_books)","5.0 out of 5 stars, 9 ratings"
The Secret Life of Dorothy Soames: A Memoir,Justine Cowan,B087286GV7,"Harper (January 12, 2021)","January 12, 2021",English,16102 KB,Enabled,Enabled,Enabled,Enabled,320 pages,Not Enabled,"#72 in Dysfunctional Families (Books)(https://www.amazon.com/gp/bestsellers/books/10166926011/ref=pd_zg_hrsr_books), #117 in Biographies & Memoirs of Women(https://www.amazon.com/gp/bestsellers/digital-text/154819011/ref=pd_zg_hrsr_digital-text), #250 in Memoirs (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/154793011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 176 ratings"
We Are the Luckiest: The Surprising Magic of a Sober Life,Laura McKowen,B07W3NFK48,"New World Library (January 7, 2020)","January 7, 2020",English,1173 KB,Enabled,Enabled,Enabled,Enabled,248 pages,Not Enabled,"#16 in Alcoholism (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/156550011/ref=pd_zg_hrsr_digital-text), #81 in Alcoholism Recovery(https://www.amazon.com/gp/bestsellers/books/4719/ref=pd_zg_hrsr_books), #89 in Biographies & Memoirs of Women(https://www.amazon.com/gp/bestsellers/digital-text/154819011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 1,399 ratings"
The Babysitter: My Summers with a Serial Killer,Liza Rodman,B08BZXSMJD,"Atria Books (March 2, 2021)","March 2, 2021",English,34028 KB,Enabled,Enabled,Enabled,Enabled,350 pages,Not Enabled,"#29 in Biographies of Serial Killers(https://www.amazon.com/gp/bestsellers/digital-text/10332453011/ref=pd_zg_hrsr_digital-text), #80 in Serial Killers True Accounts(https://www.amazon.com/gp/bestsellers/books/271635011/ref=pd_zg_hrsr_books), #103 in Biographies & Memoirs of Women(https://www.amazon.com/gp/bestsellers/digital-text/154819011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 115 ratings"
Loving Tiara: Memoir,Tiffani Goff,B081S538FF,"TWIG DECOR PRESS (November 19, 2019)","November 19, 2019",English,827 KB,Enabled,Enabled,Enabled,Enabled,404 pages,Enabled,"#8 in Spiritual Biography(https://www.amazon.com/gp/bestsellers/digital-text/8917485011/ref=pd_zg_hrsr_digital-text), #22 in Biographies of People with Disabilities (Books)(https://www.amazon.com/gp/bestsellers/books/2444/ref=pd_zg_hrsr_books), #38 in Women's Christian Living (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/158334011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 109 ratings"
Wild: From Lost to Found on the Pacific Crest Trail (Oprah's Book Club 2.0 1),Cheryl Strayed,B005IQZB14,"Vintage; 1st edition (March 20, 2012)","March 20, 2012",English,2567 KB,Enabled,Enabled,Enabled,Enabled,338 pages,Not Enabled,"#3 in Pacific U.S. Regional Travel(https://www.amazon.com/gp/bestsellers/digital-text/159999011/ref=pd_zg_hrsr_digital-text), #14 in Adventure Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/159980011/ref=pd_zg_hrsr_digital-text), #32 in Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6505531011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 19,843 ratings"
