Title,Author,ASIN,Publisher,Publication date,Language,File size,Text-to-Speech,Enhanced typesetting,X-Ray,Word Wise,Print length,Lending,Best Sellers Rank,Customer Reviews
Inside a Pearl: My Years in Paris,Edmund White,B00I3H11CS,"Bloomsbury Publishing; 1st edition (February 27, 2014)","February 27, 2014",English,1304 KB,Enabled,Enabled,Not Enabled,Enabled,273 pages,Not Enabled,"#75 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #85 in LGBTQ+ Travel (Books)(https://www.amazon.com/gp/bestsellers/books/17217/ref=pd_zg_hrsr_books), #816 in French Travel(https://www.amazon.com/gp/bestsellers/digital-text/159949011/ref=pd_zg_hrsr_digital-text)","3.5 out of 5 stars, 111 ratings"
"The Boy Behind the Gate: How His Dream of Sailing Around the World Became a Six-Year Odyssey of Adventure, Fear, Discovery, and Love",Larry Jacobson,B07G8PNWHS,"Buoy Press (August 6, 2018)","August 6, 2018",English,21868 KB,Enabled,Enabled,Not Enabled,Enabled,438 pages,Enabled,"#62 in Egypt Travel(https://www.amazon.com/gp/bestsellers/digital-text/14046448011/ref=pd_zg_hrsr_digital-text), #65 in Swiss Travel(https://www.amazon.com/gp/bestsellers/digital-text/159957011/ref=pd_zg_hrsr_digital-text), #69 in Ships Repair & Maintenance(https://www.amazon.com/gp/bestsellers/digital-text/157553011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 101 ratings"
"Gay Beaches Worldwide - The Hottest Places for Men: Nudist Facilities, Cruising Areas and Gay Vacations",,B00F9BPLWM,,"September 16, 2013",English,220 KB,Enabled,Enabled,Not Enabled,Enabled,8 pages,Not Enabled,"#72 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #79 in LGBTQ+ Travel (Books)(https://www.amazon.com/gp/bestsellers/books/17217/ref=pd_zg_hrsr_books), #119 in 15-Minute Travel Short Reads(https://www.amazon.com/gp/bestsellers/digital-text/8624126011/ref=pd_zg_hrsr_digital-text)","None, None"
Queer Intentions: A (Personal) Journey Through LGBTQ + Culture,Amelia Abraham,B07L34K33Q,"Picador (May 30, 2019)","May 30, 2019",English,446 KB,Enabled,Enabled,Not Enabled,Enabled,233 pages,Not Enabled,"#70 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #76 in LGBTQ+ Travel (Books)(https://www.amazon.com/gp/bestsellers/books/17217/ref=pd_zg_hrsr_books), #99 in London Travel(https://www.amazon.com/gp/bestsellers/digital-text/14046435011/ref=pd_zg_hrsr_digital-text)","4.7 out of 5 stars, 41 ratings"
Three Nights in Mykonos: A Gay M/M Romance (Lucas in Love Book 1),A.S. Cole,B08HKDXFL7,"Two Boys Publishing; 1st edition (September 4, 2020)","September 4, 2020",English,5241 KB,Enabled,Enabled,Not Enabled,Enabled,67 pages,Enabled,"#71 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #431 in LGBTQ+ Drama & Plays (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886539011/ref=pd_zg_hrsr_digital-text), #542 in LGBTQ+ Anthologies & Collections(https://www.amazon.com/gp/bestsellers/digital-text/10886540011/ref=pd_zg_hrsr_digital-text)","4.2 out of 5 stars, 13 ratings"
"Da Nang and Hoi An, Vietnam: The Complete Travel Guide to Da Nang and Hoi An, Vietnam (My Saigon Book 6)",Elly Thuy Nguyen,B06WW3SFMS,,"February 21, 2017",English,10607 KB,Enabled,Enabled,Not Enabled,Enabled,108 pages,Enabled,"#69 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #75 in LGBTQ+ Travel (Books)(https://www.amazon.com/gp/bestsellers/books/17217/ref=pd_zg_hrsr_books), #176 in Southeast Asian Language Instruction(https://www.amazon.com/gp/bestsellers/digital-text/158223011/ref=pd_zg_hrsr_digital-text)","3.6 out of 5 stars, 8 ratings"
A Silver Raven's Tale,,B08SQHWW8S,,"February 5, 2021",English,2908 KB,Enabled,Enabled,Not Enabled,Enabled,129 pages,Enabled,"#68 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #420 in LGBTQ+ Drama & Plays (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886539011/ref=pd_zg_hrsr_digital-text), #2,636 in LGBT Science Fiction & Fantasy(https://www.amazon.com/gp/bestsellers/books/17861278011/ref=pd_zg_hrsr_books)","4.0 out of 5 stars, 2 ratings"
Angel in Heat,J. Hali Steele,B08TW5JJ7F,,"March 5, 2021",English,569 KB,Enabled,Enabled,Not Enabled,Enabled,61 pages,Not Enabled,"#67 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #409 in LGBTQ+ Drama & Plays (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886539011/ref=pd_zg_hrsr_digital-text), #1,783 in 90-Minute LGBT Short Reads(https://www.amazon.com/gp/bestsellers/digital-text/8624211011/ref=pd_zg_hrsr_digital-text)","5.0 out of 5 stars, 1 rating"
Real Arrogant Bastard,J. Hali Steele,B07TLZY25R,,"August 16, 2019",English,1003 KB,Enabled,Enabled,Not Enabled,Enabled,109 pages,Enabled,"#66 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #405 in LGBTQ+ Drama & Plays (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886539011/ref=pd_zg_hrsr_digital-text), #26,137 in LGBTQ+ Fiction(https://www.amazon.com/gp/bestsellers/digital-text/172503011/ref=pd_zg_hrsr_digital-text)","3.5 out of 5 stars, 2 ratings"
Ladyboy Amy,,B00CD7WA2O,"Joe Tex; 1st edition (April 14, 2013)","April 14, 2013",English,1176 KB,Enabled,Enabled,Not Enabled,Enabled,120 pages,Enabled,"#62 in LGBTQ+ Travel (Books)(https://www.amazon.com/gp/bestsellers/books/17217/ref=pd_zg_hrsr_books), #65 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #131 in Thailand Travel(https://www.amazon.com/gp/bestsellers/digital-text/14046408011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 6 ratings"
Fly With Me,Hudson Lin,B07NCQWV1K,,"February 28, 2019",English,433 KB,Enabled,Enabled,Not Enabled,Enabled,74 pages,Enabled,"#64 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #5,886 in Bisexual Romance(https://www.amazon.com/gp/bestsellers/digital-text/10886542011/ref=pd_zg_hrsr_digital-text), #15,947 in Two-Hour Romance Short Reads(https://www.amazon.com/gp/bestsellers/digital-text/8624245011/ref=pd_zg_hrsr_digital-text)","4.2 out of 5 stars, 8 ratings"
"Shape Shifter Romance: Dragon’s catch part -1 (romance short story, Dragon Shifter Romance Billionaire Romantic Comedy Paranormal Action Adventure Shifter Romantic Series)",Tina Johnson,B01F89KJTY,"Bluemoon publication (May 5, 2016)","May 5, 2016",English,2808 KB,Enabled,Enabled,Not Enabled,Not Enabled,104 pages,Enabled,"#63 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #1,721 in Classic Short Stories(https://www.amazon.com/gp/bestsellers/digital-text/7588787011/ref=pd_zg_hrsr_digital-text), #6,753 in Humorous Erotica (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/7620220011/ref=pd_zg_hrsr_digital-text)","2.5 out of 5 stars, 13 ratings"
Clued In San Francisco: The Concise and Opinionated Guide to the City -with photos (Concise and Opinionated Guides to Great Cities),"Andie Easton, Alan Duke, &, more",B07587LYSP,"Clued In Travel Books; 2020th edition (August 30, 2017)","August 30, 2017",English,11731 KB,Enabled,Enabled,Not Enabled,Enabled,253 pages,Enabled,"#62 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #116 in Travel Tips (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/159970011/ref=pd_zg_hrsr_digital-text), #337 in Budget Travel(https://www.amazon.com/gp/bestsellers/digital-text/14046375011/ref=pd_zg_hrsr_digital-text)","5.0 out of 5 stars, 4 ratings"
Perfect Strangers,Lina Langley,B07W6XB145,"Crash Down (August 7, 2019)","August 7, 2019",English,2139 KB,Enabled,Enabled,Not Enabled,Enabled,74 pages,Enabled,"#61 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #376 in LGBTQ+ Drama & Plays (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886539011/ref=pd_zg_hrsr_digital-text), #2,407 in Two-Hour LGBT Short Reads(https://www.amazon.com/gp/bestsellers/digital-text/8624236011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 11 ratings"
Clued In Edinburgh: The Concise and Opinionated Guide to the City -with photos (Concise and Opinionated Guides to Great Cities),,B07TJXTVDW,"Clued In Travel Books; 2020th edition (June 24, 2019)","June 24, 2019",English,6316 KB,Enabled,Enabled,Not Enabled,Enabled,281 pages,Enabled,"#51 in Air Travel Reference (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/14046369011/ref=pd_zg_hrsr_digital-text), #60 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #94 in Scotland Travel(https://www.amazon.com/gp/bestsellers/digital-text/14046437011/ref=pd_zg_hrsr_digital-text)","4.8 out of 5 stars, 7 ratings"
"My Saigon: The Local Guide to Ho Chi Minh City, Vietnam",Elly Thuy Nguyen,B00CHLRPP8,,"April 22, 2013",English,4492 KB,Enabled,Enabled,Not Enabled,Enabled,205 pages,Enabled,"#54 in LGBTQ+ Travel (Books)(https://www.amazon.com/gp/bestsellers/books/17217/ref=pd_zg_hrsr_books), #59 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #125 in Southeast Asian Language Instruction(https://www.amazon.com/gp/bestsellers/digital-text/158223011/ref=pd_zg_hrsr_digital-text)","4.1 out of 5 stars, 38 ratings"
Lust at Work: 6 EXPLICIT DIRTY HOT STORIES FOR ADULT,Megan Queen,B08SZX3TJM,,"January 12, 2021",English,2453 KB,Enabled,Enabled,Not Enabled,Enabled,92 pages,Enabled,"#58 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #596 in LGBT Comics, Manga & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/10886534011/ref=pd_zg_hrsr_digital-text), #1,349 in Black & African American Erotica (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6190461011/ref=pd_zg_hrsr_digital-text)","3.0 out of 5 stars, 2 ratings"
The Erotica Stories Of Brooke Lovelace: Bisexual FFM Sex Stories,Madelene Dumoulin,B0833871W8,,"December 23, 2019",English,2532 KB,Enabled,Enabled,Not Enabled,Enabled,141 pages,Enabled,"#57 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #5,643 in Bisexual Romance(https://www.amazon.com/gp/bestsellers/digital-text/10886542011/ref=pd_zg_hrsr_digital-text), #5,911 in Lesbian Romance(https://www.amazon.com/gp/bestsellers/digital-text/6487835011/ref=pd_zg_hrsr_digital-text)","4.0 out of 5 stars, 1 rating"
In Over Our Heads: An M/M Vacation Second Chance Romance (Stories from the Shore Book 2),CJane Elliott,B085BVWPZ9,"CJane Elliott (February 29, 2020)","February 29, 2020",English,3822 KB,Enabled,Enabled,Not Enabled,Enabled,188 pages,Enabled,"#56 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #5,297 in Action & Adventure Romance (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/11650866011/ref=pd_zg_hrsr_digital-text), #8,157 in Fantasy Adventure Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588728011/ref=pd_zg_hrsr_digital-text)","3.7 out of 5 stars, 25 ratings"
EVERY WISH OF YOURS IS AN ORDER: 14 DIRTY EXPLICIT BONDAGE HOT STORIES,Megan Queen,B08SWFRLWR,,"January 12, 2021",English,841 KB,Enabled,Enabled,Not Enabled,Enabled,145 pages,Enabled,"#55 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #588 in LGBT Comics, Manga & Graphic Novels(https://www.amazon.com/gp/bestsellers/digital-text/10886534011/ref=pd_zg_hrsr_digital-text), #943 in Love & Erotic Poetry(https://www.amazon.com/gp/bestsellers/digital-text/7588869011/ref=pd_zg_hrsr_digital-text)","4.0 out of 5 stars, 2 ratings"
A Road Trip with Conrad (An M/M Romance Novel),CANDICE BLAKE,B079W725Q5,,"February 16, 2018",English,849 KB,Enabled,Enabled,Not Enabled,Enabled,218 pages,Enabled,"#54 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #341 in LGBTQ+ Drama & Plays (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886539011/ref=pd_zg_hrsr_digital-text), #607 in Gay Studies(https://www.amazon.com/gp/bestsellers/digital-text/8288733011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 11 ratings"
In Exile: The History and Lore Surrounding New Orleans Gay Culture and Its Oldest Gay Bar (NoLa Gay Book 1),,B0077R2LWO,"LL-Publications (February 9, 2012)","February 9, 2012",English,1747 KB,Enabled,Enabled,Not Enabled,Enabled,247 pages,Enabled,"#6 in New Orleans Travel Guides(https://www.amazon.com/gp/bestsellers/digital-text/160025011/ref=pd_zg_hrsr_digital-text), #41 in LGBTQ+ Travel (Books)(https://www.amazon.com/gp/bestsellers/books/17217/ref=pd_zg_hrsr_books), #53 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text)","4.4 out of 5 stars, 23 ratings"
Inside a Pearl: My Years in Paris,Edmund White,B00HKVCPPK,"Bloomsbury USA; 1st edition (February 11, 2014)","February 11, 2014",English,3080 KB,Enabled,Enabled,Not Enabled,Enabled,273 pages,Enabled,"#39 in LGBTQ+ Travel (Books)(https://www.amazon.com/gp/bestsellers/books/17217/ref=pd_zg_hrsr_books), #52 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #442 in French Travel(https://www.amazon.com/gp/bestsellers/digital-text/159949011/ref=pd_zg_hrsr_digital-text)","3.5 out of 5 stars, 111 ratings"
Scintilla (El Corazon Book 1),Elizabeth Noble,B084M6LBDQ,"Elizabeth Noble (March 10, 2020)","March 10, 2020",English,2250 KB,Enabled,Enabled,Not Enabled,Enabled,200 pages,Enabled,"#51 in LGBTQ+ Travel (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886546011/ref=pd_zg_hrsr_digital-text), #1,098 in LGBTQ+ Mystery(https://www.amazon.com/gp/bestsellers/digital-text/7130633011/ref=pd_zg_hrsr_digital-text), #3,046 in LGBTQ+ Fantasy (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/10886544011/ref=pd_zg_hrsr_digital-text)","4.1 out of 5 stars, 6 ratings"
Paradise: A Hot Billionaire Romance (The Paradise Club Book 1),JA Low,B087NQ98KD,"JALowBooks (May 1, 2020)","May 1, 2020",English,2552 KB,Enabled,Enabled,Not Enabled,Enabled,316 pages,Enabled,"#14 in Australian & Oceanian Literature(https://www.amazon.com/gp/bestsellers/digital-text/7588903011/ref=pd_zg_hrsr_digital-text), #30 in Holiday Fiction (Books)(https://www.amazon.com/gp/bestsellers/books/9059882011/ref=pd_zg_hrsr_books), #48 in Holiday Fiction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6361437011/ref=pd_zg_hrsr_digital-text)","4.5 out of 5 stars, 106 ratings"
A Cat's Guide to Bonding with Dragons: A Light-hearted Humorous Fantasy Adventure (Dragoncat Book 1),,B08LP5GV32,,"December 28, 2020",English,2737 KB,Enabled,Enabled,Enabled,Enabled,224 pages,Enabled,"#2 in Parodies(https://www.amazon.com/gp/bestsellers/digital-text/156285011/ref=pd_zg_hrsr_digital-text), #3 in British & Irish Humor & Satire(https://www.amazon.com/gp/bestsellers/books/16004661/ref=pd_zg_hrsr_books), #4 in British Humor & Satire Literature(https://www.amazon.com/gp/bestsellers/digital-text/7588911011/ref=pd_zg_hrsr_digital-text)","4.2 out of 5 stars, 134 ratings"
Once Upon a Devilishly Enchanting Kiss (The Whickertons in Love Book 1),Bree Wolf,B08RZ27422,"WOLF Publishing (January 14, 2021)","January 14, 2021",English,2372 KB,Enabled,Enabled,Enabled,Enabled,339 pages,Enabled,"#12 in Tudor Romance (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/14530455011/ref=pd_zg_hrsr_digital-text), #34 in British Historical Literature(https://www.amazon.com/gp/bestsellers/digital-text/7588910011/ref=pd_zg_hrsr_digital-text), #40 in Classic Romance Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588786011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 128 ratings"
A Lady to Reveal: A Sweet & Clean Regency Romance (Sherton Sisters Book 4),Wendy May Andrews,B08SJ57BK9,"Sparrow Ink (March 31, 2021)","March 31, 2021",English,1734 KB,Enabled,Enabled,Not Enabled,Enabled,187 pages,Enabled,"#17 in Historical Christian Romance Fiction(https://www.amazon.com/gp/bestsellers/digital-text/8917426011/ref=pd_zg_hrsr_digital-text), #21 in British Historical Literature(https://www.amazon.com/gp/bestsellers/digital-text/7588910011/ref=pd_zg_hrsr_digital-text), #29 in Classic Romance Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588786011/ref=pd_zg_hrsr_digital-text)","4.2 out of 5 stars, 13 ratings"
Make Me Wild: Friends To Lovers Sports Romance ((in love with) My Big Brother's Best Friend Book 1),Gabrielle Snow,B08Y5DSZ58,,"March 9, 2021",English,2687 KB,Enabled,Enabled,Not Enabled,Enabled,78 pages,Not Enabled,"#3 in World Literature Short Stories(https://www.amazon.com/gp/bestsellers/digital-text/7588906011/ref=pd_zg_hrsr_digital-text), #5 in Short Story Anthologies & Collections(https://www.amazon.com/gp/bestsellers/digital-text/7588876011/ref=pd_zg_hrsr_digital-text), #10 in Football (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/159841011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 47 ratings"
Chasing Love: A Billionaire Love Triangle (Dark Love Series Book 1),Kat  T.Masen,B08923Q54P,,"July 5, 2020",English,1224 KB,Enabled,Enabled,Enabled,Enabled,430 pages,Enabled,"#12 in Australian & Oceanian Literature(https://www.amazon.com/gp/bestsellers/digital-text/7588903011/ref=pd_zg_hrsr_digital-text), #15 in Medical Fiction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/6361438011/ref=pd_zg_hrsr_digital-text), #50 in City Life Fiction (Kindle Store)(https://www.amazon.com/gp/bestsellers/digital-text/17744524011/ref=pd_zg_hrsr_digital-text)","4.3 out of 5 stars, 149 ratings"
Kill Our Sins: A chilling British detective crime thriller (The Hidden Norfolk Murder Mystery Series Book 3),J M Dalgliesh,B081BDT1JH,"Hamilton Press (April 1, 2020)","April 1, 2020",English,2824 KB,Enabled,Enabled,Enabled,Enabled,281 pages,Enabled,"#15 in British Contemporary Literature(https://www.amazon.com/gp/bestsellers/digital-text/7588909011/ref=pd_zg_hrsr_digital-text), #18 in Contemporary British Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588744011/ref=pd_zg_hrsr_digital-text), #27 in Hard-Boiled Mystery(https://www.amazon.com/gp/bestsellers/books/10468/ref=pd_zg_hrsr_books)","4.4 out of 5 stars, 1,886 ratings"
Cotillion (Regency Romances Book 12),Georgette Heyer,B001POX73C,"Sourcebooks Casablanca (October 1, 2007)","October 1, 2007",English,715 KB,Enabled,Enabled,Enabled,Enabled,370 pages,Not Enabled,"#9 in Classic British & Irish Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588782011/ref=pd_zg_hrsr_digital-text), #19 in Classic Historical Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588784011/ref=pd_zg_hrsr_digital-text), #21 in Classic Literary Fiction(https://www.amazon.com/gp/bestsellers/digital-text/7588847011/ref=pd_zg_hrsr_digital-text)","4.6 out of 5 stars, 1,069 ratings"
